#Hhst|H id|Ea|KTR komplett|Ktr bez|Ktr art|Kst|Kstst bez|Sk|Sk bez|Sk pos|Sk pos bez|Ep|Sk finre|Sk finre bez|Fp|Proj|Proj bez|J2011_ERG|J2011_FINERG|J2012_ERG|J2012_FINERG|J2013_ERG|J2013_FINERG|J2014_PLAN|J2015_PLAN|J2016_PLAN|J2017_PLAN|J2018_PLAN|J2019_PLAN
46403_71804|255458|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190400|Personal- und/oder Sachkostenzuschüsse - Kita / Tagespflege|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190400|Personal- und/oder Sachkostenzuschüsse - Kita / Tagespflege|1|||-6 500.00|-6 500.00|-5 000.00|-5 000.00|||-208 000|-208 000|-208 000|-208 000|-208 000|-208 000
46403_71805|255459|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190400|Personal- und/oder Sachkostenzuschüsse - Kita / Tagespflege|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190400|Personal- und/oder Sachkostenzuschüsse - Kita / Tagespflege|1|||-100 000.00|-100 000.00|-104 000.00|-104 000.00|-108 680.00|-108 680.00|-108 600|-116 000|-117 000|-117 000|-117 000|-117 000
46403_71806|255460|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190400|Personal- und/oder Sachkostenzuschüsse - Kita / Tagespflege|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190400|Personal- und/oder Sachkostenzuschüsse - Kita / Tagespflege|1||||-250.00||||||0|0|0|0|0
46403_71810|255461|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-135 170.00|-135 170.00|-142 400.00|-142 400.00|-144 170.00|-144 170.00|-144 650|-143 000|-144 100|-147 100|-149 100|-151 200
46403_71811|255462|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-17 225.04|-17 225.04|-17 225.04|-17 225.04|-34 859.00|-33 400.04|-19 500|-32 000|-32 200|-32 600|-33 100|-33 600
46403_71812|255463|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-13 933.71|-13 933.71|-14 191.20|-14 191.20|-14 288.20|-14 288.20|-14 330|-14 000|-13 900|-14 100|-14 200|-14 400
46403_71813|255464|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-640 454.20|-640 454.20|-1 007 836.24|-1 007 836.24|-964 750.00|-964 750.00|-1 167 060|-1 424 600|-1 534 100|-1 567 100|-1 599 100|-1 631 100
46403_71814|255465|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-217 464.60|-217 464.60|-265 504.80|-265 504.80|-265 504.80|-265 504.80|-277 050|-464 100|-466 300|-473 400|-480 600|-487 800
46403_71815|255466|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-52 411.68|-52 411.68|-79 846.05|-79 846.05|-91 964.60|-91 682.76|-93 550|-133 100|-143 500|-144 800|-146 200|-147 600
46403_71816|255467|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-2 648 022.50|-2 648 022.50|-2 964 254.50|-2 964 254.50|-2 928 034.50|-2 928 034.50|-3 190 800|-2 520 700|-2 884 600|-2 942 600|-3 002 600|-3 063 600
46403_71817|255468|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-735 933.60|-735 933.60|-782 415.60|-782 415.60|-841 495.60|-841 495.60|-853 940|-883 100|-1 021 400|-1 036 900|-1 052 600|-1 068 400
46403_71818|255469|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-246 477.45|-246 477.45|-256 545.36|-256 545.36|-267 602.82|-267 960.04|-278 990|-265 600|-291 800|-294 700|-297 800|-300 900
46403_71819|255470|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-735 418.01|-735 418.01|-775 335.17|-775 335.17|-857 348.17|-857 348.17|-911 450|-958 000|-1 028 600|-1 049 600|-1 070 600|-1 092 600
46403_71820|255471|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-236 046.00|-236 046.00|-236 046.00|-236 046.00|-264 261.80|-264 261.80|-281 580|-294 000|-295 500|-299 900|-304 500|-309 100
46403_71821|255472|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-81 806.88|-81 806.88|-77 420.88|-77 420.88|-83 273.97|-85 184.86|-125 160|-90 700|-94 500|-95 500|-96 500|-97 500
46403_71822|255473|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-100 174.11|-100 174.11|-119 612.55|-119 612.55|-104 832.25|-104 832.25|-110 930|-97 300|-101 700|-103 700|-105 700|-107 700
46403_71825|255476|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-467 753.89|-467 753.89|-84 725.00|-84 725.00|||0|0|0|0|0|0
46403_71826|255477|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-94 248.79|-94 248.79|-16 065.00|-16 065.00|||0|0|0|0|0|0
46403_71827|255478|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-36 493.05|-36 493.05|-6 543.72|-6 543.72|||0|0|0|0|0|0
46403_71828|255479|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-758 320.86|-758 320.86|-801 287.84|-801 287.84|-772 772.60|-772 772.60|-865 650|-807 100|-806 500|-822 500|-839 500|-856 500
46403_71829|255480|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-136 717.20|-136 717.20|-135 327.60|-135 327.60|-141 372.00|-141 372.00|-146 570|-152 500|-153 300|-155 600|-158 000|-160 400
46403_71830|255481|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-55 969.07|-55 969.07|-57 001.32|-57 001.32|-54 989.78|-55 694.19|-58 280|-54 900|-54 700|-55 200|-55 900|-56 400
46403_71831|255482|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-172 275.00|-172 275.00|-159 000.00|-159 000.00|-174 500.00|-174 500.00|-167 610|-171 800|-171 800|-174 800|-178 800|-182 800
46403_71832|255483|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-32 056.80|-32 056.80|-32 056.80|-32 056.80|-32 056.80|-32 056.80|-33 450|-32 600|-32 700|-33 200|-33 700|-34 200
46403_71833|255484|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-17 672.30|-17 672.30|-17 307.77|-17 307.77|-17 525.76|-17 525.76|-18 620|-18 200|-18 100|-18 300|-18 400|-18 600
46403_71834|255485|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-2 004 270.63|-2 004 270.63|-2 117 632.26|-2 117 632.26|-2 075 217.25|-2 075 217.25|-2 149 290|-2 056 000|-2 037 600|-2 078 600|-2 120 600|-2 163 600
46403_71835|255486|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-436 650.00|-436 650.00|-445 596.00|-445 596.00|-445 596.00|-445 596.00|-464 970|-469 800|-472 100|-479 300|-486 500|-493 900
46403_71836|255487|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-159 710.76|-159 710.76|-164 966.42|-164 966.42|-167 958.39|-167 500.48|-164 340|-162 300|-161 600|-163 200|-165 000|-166 700
46403_71837|255488|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-1 061 864.70|-1 061 864.70|-1 130 308.19|-1 130 308.19|-1 184 140.13|-1 184 140.13|-1 206 470|-1 284 700|-1 310 000|-1 337 000|-1 364 000|-1 392 000
46403_71838|255489|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-252 316.80|-252 316.80|-252 316.80|-231 290.40|-252 316.80|-273 343.20|-264 340|-266 800|-268 100|-272 200|-276 300|-280 400
46403_71839|255490|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-102 280.08|-102 280.08|-104 327.19|-95 857.68|-104 580.87|-113 085.19|-109 400|-108 800|-108 400|-109 400|-110 600|-111 700
46403_71840|255491|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-787 323.32|-787 323.32|-820 841.82|-820 841.82|-866 304.49|-866 304.49|-788 820|-961 000|-947 700|-966 700|-986 700|-1 006 700
46403_71841|255492|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-255 120.00|-255 120.00|-255 120.00|-255 120.00|-255 120.00|-255 120.00|-266 210|-259 200|-260 500|-264 500|-268 500|-272 500
46403_71842|255493|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-69 083.10|-69 083.10|-72 572.22|-72 572.22|-82 844.61|-81 928.98|-83 120|-81 400|-81 100|-81 900|-82 700|-83 600
46403_71843|255494|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-285 368.32|-285 368.32|-311 326.85|-302 000.00|-333 000.00|-342 326.85|-340 730|-350 400|-350 500|-357 500|-364 500|-371 500
46403_71844|255495|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-49 453.20|-49 453.20|-49 453.10|-49 453.10|-49 453.20|-49 453.20|-51 600|-69 200|-69 500|-70 600|-71 700|-72 700
46403_71845|255496|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-26 657.49|-26 657.49|-27 239.22|-27 239.22|-26 632.89|-26 712.51|-27 230|-26 500|-26 400|-26 600|-26 900|-27 200
46403_71846|255497|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-365 066.41|-350 833.08|-345 751.27|-399 467.27|-366 000.00|-326 517.33|-412 230|-365 300|-385 000|-393 000|-401 000|-409 000
46403_71847|255498|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-59 490.00|-59 490.00|-59 490.00|-34 702.50|-61 110.00|-85 897.50|-63 770|-63 600|-63 900|-64 800|-65 800|-66 800
46403_71848|255499|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-34 541.55|-34 541.55|-34 058.88|-22 627.08|-34 793.94|-46 225.74|-35 830|-34 800|-34 700|-35 200|-35 500|-35 800
46403_71849|255500|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-170 000.00|-170 000.00|-157 050.00|-157 050.00|-160 000.00|-160 000.00|-152 520|-185 600|-163 900|-166 900|-169 900|-172 900
46403_71850|255501|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-34 992.00|-34 992.00|-34 992.00|-34 992.00|-34 992.00|-34 992.00|-36 510|-35 600|-35 700|-36 300|-36 800|-37 400
46403_71851|255502|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-13 833.12|-13 833.12|-14 011.77|-14 011.77|-14 530.65|-14 570.46|-14 330|-14 000|-13 900|-14 100|-14 200|-14 400
46403_71852|255503|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-308 811.88|-308 811.88|-377 400.39|-377 400.39|-401 028.26|-401 028.26|-373 360|-417 000|-426 500|-435 500|-444 500|-453 500
46403_71853|255504|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-79 700.66|-79 700.66|-91 716.20|-91 716.20|-95 760.00|-95 670.00|-97 900|-98 600|-99 000|-100 500|-102 000|-103 600
46403_71854|255505|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-25 770.44|-25 770.44|-28 288.94|-28 288.94|-31 354.68|-31 354.68|-30 670|-32 000|-31 900|-32 200|-32 600|-32 900
46403_71855|255506|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-655 414.90|-655 414.90|-640 533.74|-640 533.74|-759 287.91|-759 287.91|-840 200|-979 900|-999 000|-1 019 000|-1 040 000|-1 061 000
46403_71856|255507|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-192 386.40|-192 386.40|-192 386.40|-192 386.40|-211 906.40|-211 906.40|-217 550|-247 000|-248 300|-252 000|-255 800|-259 700
46403_71857|255508|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-55 046.76|-55 046.76|-55 463.94|-55 463.94|-62 422.08|-62 023.98|-67 370|-73 000|-72 800|-73 500|-74 300|-75 000
46403_71858|255509|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-1 220 149.20|-1 220 149.20|-1 245 475.84|-1 245 475.84|-1 216 783.04|-1 216 783.04|-1 275 480|-1 210 200|-1 251 800|-1 276 800|-1 302 800|-1 328 800
46403_71859|255510|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-203 457.60|-203 457.60|-218 083.20|-218 083.20|-249 427.20|-249 427.20|-270 590|-278 300|-279 800|-284 000|-288 300|-292 600
46403_71860|255511|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-101 291.36|-101 291.36|-104 840.80|-104 840.80|-109 444.72|-109 399.08|-111 190|-107 200|-107 900|-108 900|-110 100|-111 200
46403_71861|255512|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-1 457 881.23|-1 457 881.23|-1 823 936.59|-1 823 936.59|-1 838 189.60|-1 431 745.21|-1 844 390|-1 990 500|-1 981 300|-2 021 300|-2 062 300|-2 104 300
46403_71862|255513|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-204 351.60|-204 351.60|-317 518.80|-317 518.80|-317 518.80|-317 608.80|-331 320|-322 600|-324 300|-329 200|-334 100|-339 200
46403_71863|255514|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-119 579.52|-119 579.52|-143 765.80|-143 765.80|-142 519.80|-142 519.80|-146 180|-141 900|-141 300|-142 700|-144 200|-145 700
46403_71864|255515|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190100|Personalkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190100|Personalkostenzuschüsse für Kita - freie Träger|1|||-3 126 182.06|-3 109 182.06|-3 064 802.00|-3 081 802.00|-3 308 345.21|-3 308 345.21|-4 057 030|-4 140 900|-4 261 700|-4 347 700|-4 435 700|-4 525 700
46403_71865|255516|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190200|Immobilienzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190200|Immobilienzuschüsse für Kita - freie Träger|1|||-605 664.60|-605 664.60|-618 300.00|-618 300.00|-828 762.40|-828 762.40|-887 680|-894 200|-898 700|-912 300|-926 100|-940 100
46403_71866|255517|A|36510000|Tageseinrichtungen für Kinder - Förderung anderer Träger (P)|7|42200|Fachdienst Jugend und Bildung|54190300|Sachkostenzuschüsse für Kita - freie Träger|E_02f|Zuwendungen, allgemeine Umlagen und sonstige Transferaufwendungen|1|74190300|Sachkostenzuschüsse für Kita - freie Träger|1|||-270 944.50|-270 944.50|-279 007.16|-279 007.16|-302 063.16|-300 479.76|-339 000|-355 100|-359 600|-363 200|-366 900|-370 700
